Natuknica,Stranica,Tekst,Prilog,Vez
"PIGAGE, Nicolas de",675,,,3
"PIGALLE, Jean-Baptiste",675,,,3
PIL,677,,,3
"PILAR, Martin",677,,,3
PILASTAR,677,,,3
"PILGRAM, Anton",677,,,3
"PILICHOWSKI, Leib",677,,,3
"PILLEMENT, Jean-Baptiste",677,,,3
"PILLET, Edgard",677,,,3
"PILO, Carl Gustaf",677,,,3
"PILON, Germain",677,,,3
"PILON, Veno",677,,,3
"PINEAU, Nicolas",679,,,3
PINGEBAT,679,,,3
"PINTARIĆ, Vladimir",679,,,3
"PINTEROVIĆ, Danica",679,,,3
"PINTURICCHIO, IL",679,,,3
PINXIT,679,,,3
"PIOMBO, Sebastiano del",679,,,3
"PIOTROWSKI, Antoni",679,,,3
"PIPERSKI, Vladeta",679,,,3
PIRAMIDA,679,,,3
"PIRNAT, Niko",681,,,3
PIROT,681,,,3
PIROVAC,681,,,3
PISA,681,,,3
"PISANO, Giovanni",683,,,3
"PISANO, Andrea",683,,,3
"PISANO, Nino",683,,,3
"PISANO, Nicola",683,,,3
"PISANO, Giunta",683,,,3
"PISSARRO, Camille-Jacob",685,,,3
PISTOIA,685,,,3
PIVKA,687,,,3
"PIWARSKI, Jan Feliks",687,,,3
"PIZZINATO, Armando",687,,,3
"PIZZOLO, Niccolò",687,,,3
PJEVALIŠTE,687,,,3
PJOTR,687,,,3
PLAKAT,687,,,3
PLAKETA,687,,,3
"PLAMENAC, Milutin",687,,,3
PLAN,687,,,3
"PLANČIĆ, Josip",687,,,3
"PLANČIĆ, Juraj",687,,,3
PLAŠKI,689,,,3
PLAŠTANICA,689,,,3
PLAT,689,,,3
PLATERESKNI STIL,689,,,3
"PLATZER, Ignac František",689,,,3
PLAVNO,689,,,3
"PLAVŠIĆ, Dušan",689,,,3
"PLEČNIK, Jože",689,,,3
"PLEYDENWURFF, Hans",691,,,3
"PLEYDENWURFF, Wilhelm",691,,,3
"PLIMER, Andrew",691,,,3
PLINIJE STARIJI,691,,,3
PLITICA,691,,,3
PLITVIČKA JEZERA,691,,,3
PLOČNIK,691,,,3
"PŁOŃSKI, Michał",691,,,3
PLUTEJ,691,,,3
PLUTON,691,,,3
PLJEVLJA,691,,,3
POBREŽJE,691,,,3
"POCCETTI, Bernardino",691,,,3
POCHOIR,691,,,3
POCHWALSKL Kazimierz,691,,,3
"POČEK, Pero",691,,,3
"POČEK, Svetomir",691,,,3
POČITELJ,691,,,3
"POČUČA, Mirko",691,,,3
POD,691,,,3
PODOVE,693,,,3
"PODREKAR, France",693,,,3
PODTUREN,693,,,3
PODUM,693,,,3
PODZEMELJ,693,,,3
PODZID,693,,,3
PODZVIZD,693,,,3
"POEL, Egbert Lievensz. van der",693,,,3
"POELAERT, Joseph",693,,,3
"POELEMBURGH, Cornelis van",693,,,3
"POELZIG, Hans",693,,,3
POENTILIZAM,693,,,3
POGANČEC,693,,,3
POGANOVO,693,,,3
POKUĆSTVO,695,,,3
POKUPSKI BREST,697,,,3
POLAČA,697,,,3
POLAČE,697,,,3
"POLAK, Jan",697,,,3
"POLENAKOVIĆ-STEJIĆ, Radmila",697,,,3
"POLETTI, Luigi",697,,,3
POLHOV GRADEC,697,,,3
POLIJELEJ,699,,,3
POLIKLET,699,,,3
POLIMED,699,,,3
POLINEZIJA,699,,,3
POLIORKETIKA,699,,,3
POLIPTIH,699,,,3
POLITURA,699,,,3
"POLLACK, Leopold",699,,,3
POLUAKT,701,,,3
POLUKUPOLA,701,,,3
"POLJAN, Josip",701,,,3
POLJANE,701,,,3
"POLJENOV, Vasilij Dmitrijevič",701,,,3
"POLJENOVA, Jelena Dmitrijevna",701,,,3
POLJICA,701,,,3
POLJSKA,701,,,3
POMPEJI,707,,,3
"POMPON, François",707,,,3
"PONZONI, Matej",709,,,3
"POPE-HENNESSY, John Wyndham",709,,,3
"POPESCU, Stefan",709,,,3
POPOVAČA,709,,,3
"POPOVIĆ, Atanasije",709,,,3
"POPOVIĆ, Branko",709,,,3
"POPOVIĆ, Dimitrije",709,,,3
"POPOVIĆ, Đorđe",709,,,3
"POPOVIĆ, Vasilije Obrada",711,,,3
"POPOVIĆ, Zora",711,,,3
"POPOVIĆ-BOŽIČKOVIĆ, Vera",711,,,3
POPOVO POLJE,711,,,3
"PÖPPELMANN, Matthäus Daniel",711,,,3
POPRSJE,711,,,3
POPULONIJA,711,,,3
"PORCELLIS, Jan",711,,,3
PORCULAN,711,,,3
"PORI, Antonio",713,,,3
"PORTA, Bartolomeo della",713,,,3
"PORTA, Giacomo, Giovanni Battista, Giovanni Giacomo i Guglielmo",713,,,3
"PORTA, Giuseppe",713,,,3
PORTAL,713,,,3
"POSILOVIĆ, August",8,,,4
POSLJEDNJI SUD,8,,,4
"POSNIKOVIĆ, Dimitrije",8,,,4
"POSPIŠIL, Josef",8,,,4
"POST, Pieter",8,,,4
"POST, Frans",8,,,4
POSTAMENT,8,,,4
POSTICUM,8,,,4
POSTIMPRESIONIZAM,8,,,4
POSTIRE,8,,,4
"POSTNIK, Ivan Jakovljevič",8,,,4
POSTOLJANI,8,,,4
POTSDAM,10,,,4
"POTTER, Paulus",10,,,4
"POUGNY, Jean",10,,,4
"POULSSON, Magnus",10,,,4
"POURBUS, Pieter Jansz",10,,,4
"POURBUS, Frans st.",10,,,4
"POURBUS, Frans ml.",10,,,4
"POUSSIN, Nicolas",10,,,4
"POUSSIN, Gaspard",12,,,4
"POUTRAIN, Maximilian",12,,,4
POVLJA,12,,,4
POVLJANA,12,,,4
"POWERS, Hiram",12,,,4
"POWOLNY, Michael",12,,,4
"POYNTER, Edward John",12,,,4
"POZDANČIĆ, Petar",12,,,4
"POZIRANJE, POZA",12,,,4
POZLATA,12,,,4
POZNAŃ,12,,,4
"PRAMPOLINI, Enrico",16,,,4
"PRANDTAUER, Jakob",16,,,4
PRAPREČE,16,,,4
PRASKVICA,16,,,4
"PRASSINOS, Mario",16,,,4
PRATO,16,,,4
"PRAVILOVIĆ, Đorđe",16,,,4
PRAŽNICE,16,,,4
PRČANJ,16,,,4
PREDLOŽAK,18,,,4
PŘEDMOST,18,,,4
"PREETORIUS, Emil",18,,,4
"PREGELJ, Marij",18,,,4
"PREGELJ, Mira",18,,,4
PREGRADA,18,,,4
PREGRADA,18,,,4
PREKO,18,,,4
PRELAZNI STIL,18,,,4
"PRELL, Hermann",18,,,4
"PRELLER, Friedrich",18,,,4
PRELOG,18,,,4
"PRELOG, Milan",18,,,4
"PREVIATI, Gaetano",20,,,4
"PREVITALI, Andrea",20,,,4
PREVLAKA,20,,,4
PREZBITERIJ,20,,,4
PREZENTACIJA UMJETNINA,20,,,4
PRIDRAGA,22,,,4
PRIDVORICA,22,,,4
PRIDVORJE,22,,,4
PRIENE,22,,,4
"PRIEUR, Barthélemy",22,,,4
PRIHOVA,22,,,4
PRIJAP,22,,,4
"PRIJATELJ, Kruno",22,,,4
PRIMIJENJENA UMJETNOST,24,,,4
PRIMITIVNA (TRADICIONALNA) UMJETNOST,26,,,4
"PRJANIŠNJIKOV, Ilarion Mihajlovič",28,,,4
"PRKIĆ, Mihovil",28,,,4
"PRLJEVIĆ, Miladin",28,,,4
PROBOJ,28,,,4
"PROCACCINI, Andrea",28,,,4
PROCACCINI,28,,,4
"PROCACCINI, Ercole st.",28,,,4
"PROCACCINI, Camillo",28,,,4
"PROCACCINI, Giulio Cesare",28,,,4
"PROCACCINI, Ercole ml.",28,,,4
"PROCAJŁOWICZ, Antoni Stanisław",28,,,4
"PROCHÁZKA, Antonín",28,,,4
"PROCTOR, Alexander Phimister",28,,,4
PROČELJE,28,,,4
"PRODANOVIĆ, Božidar",28,,,4
PROEDRIJA,28,,,4
PROFIL,28,,,4
PROMETEJ,30,,,4
PRONAOS,30,,,4
"PRONASZKO, Zbigniev",30,,,4
"PRONASZKO, Andrzej",30,,,4
PROPILEJE,30,,,4
PROPORCIJA,30,,,4
PROPOVJEDAONICA,30,,,4
PROPOVJEDNIČKA CRKVA,30,,,4
PROPUGNAKUL,30,,,4
PROSPEKT,30,,,4
PROSTAZA,30,,,4
PROSTIL,30,,,4
"PROSZOWSKI, Jan Chryzostom",30,,,4
PROTEZIS,30,,,4
"PROTIĆ, Mihajlo-Bata",30,,,4
"PROTIĆ, Miodrag B.",30,,,4
PROZORJE,32,,,4
PRSOBRAN,32,,,4
PRSTEN,32,,,4
"PRUD’HON, Pierre-Paul",32,,,4
PRUSAC,32,,,4
"PRUSZKOWSKI, Tadeusz",32,,,4
"PRUSZKOWSKI, Witold",32,,,4
PRVA JUGOSLOVENSKA UMETNIČKA KOLONIJA,32,,,4
PRVOJE RADOSTIN,32,,,4
PSAČA,32,,,4
PTUJSKA GORA,34,,,4
"PUCELLE, Jehan",34,,,4
"PUCHSTEIN, Otto",34,,,4
"PÜCKLER-MUSKAU, Hermann Ludwig Heinrich",34,,,4
PUČIŠĆA,34,,,4
PUEBLOS,34,,,4
"PUECH, Denys-Pierre",34,,,4
"PUGET, Pierre",34,,,4
PULENA,36,,,4
"PULIGO, Domenico",36,,,4
PULPIT,36,,,4
"PULZONE, Scipione",36,,,4
"PULJIZIĆ, Ivan",36,,,4
PUNAT,36,,,4
PUNCIRANJE,36,,,4
PUŠKIN,38,,,4
PUTIR,38,,,4
PUTNA,38,,,4
"PUTNIK, Đoka",38,,,4
"PUTRIH, Karel",38,,,4
PUTTO,38,,,4
"PUVIS DE CHAVANNES, Pierre-Cécile",38,,,4
"PUY, Jean,",38,,,4
"PYNACKER, Adam",38,,,4
"PYNAS, Jan Simonsz",38,,,4
"QUAGLIO, Angelo st.",40,,,4
"QUAGLIO, Angelo ml.",40,,,4
"QUARENGHI, Giacomo",40,,,4
"QUARTON, Enguerrand",40,,,4
"QUATREMÈRE DE QUINCY, Antoine-Chrysostome",40,,,4
QUATTROCENTO,40,,,4
QUBBA,40,,,4
QUEDLINBURG,40,,,4
QUEEN ANNE STIL,40,,,4
"QUELLINUS, Artus st.",40,,,4
"QUELLINUS, Artus ml.",40,,,4
"QUELLINUS, Erasmus",40,,,4
"QUELLINUS, Thomas",40,,,4
"QUERCIA, Jacopo della",40,,,4
"QUERFURT, August",40,,,4
RAB,42,,,4
"RAČIĆ, Nikola",44,,,4
"RAČKI, Mirko",44,,,4
RADE NEIMAR,46,,,4
"RADERS, Luise van",46,,,4
"RADETIĆ, Radoslav",46,,,4
"RADIČEVIĆ, Paskoje",46,,,4
RADIMLJA,46,,,4
"RADIMSKÝ, Václav",46,,,4
"RADINČIĆ, Ivan",46,,,4
"RADING, Adolf",46,,,4
"RADINOVIĆ, Dobrašin i Nikola",46,,,4
RADIRUNG,46,,,4
"RADIŠIĆ, Božićko",46,,,4
"RADIŠIĆ, Mihoč",46,,,4
RADOLIŠTE,48,,,4
"RADOMIROVIĆ, Pavle",48,,,4
"RADONČIĆ, Pripko",48,,,4
"RADONIĆ, Novak",48,,,4
"RADONJIĆ, Nikola",48,,,4
"RADONJIĆ, Petar",48,,,4
"RADOSALIĆ, Simko",48,,,4
"RADOSALIĆ, Vlatko (Vitko)",48,,,4
"RADOSAVIĆ-ALEGRETOVIĆ, Matko",48,,,4
"RADOSAVLJEVIĆ, Mihailo",48,,,4
"RADOVANOVIĆ, Mihajlo",50,,,4
"RADOVANOVIĆ, Stjepan",50,,,4
"RADOVAŠNICA,",50,,,4
"RADOVIĆ, Ivan",50,,,4
"RADOVIĆ, Vuko",50,,,4
RADOVIŠ,50,,,4
RADOVLJICA,50,,,4
RAFAILOVIĆI,52,,,4
"RAFAŁOWSKI, Aleksander",52,,,4
"RAFFAËLI, Jean-François",52,,,4
"RAIMONDI, Marcantonio",54,,,4
"RAINALDI, Girolamo",54,,,4
"RAINALDI, Carlo",54,,,4
RAINALDUS,54,,,4
"RAJANOVIĆ, Vukac",54,,,4
"RAJČEVIĆ, Gabro",54,,,4
RAJHENBURG-BRESTANICA,54,,,4
"RAJKOVIĆ, Sava",54,,,4
RAJLOVAC,54,,,4
"RAKIĆ, Đorđe",54,,,4
"RANGER, Ivan",56,,,4
RANGOON,56,,,4
"RANKOVIĆ, Jovan",56,,,4
"RAŠAJSKI, Rastko",58,,,4
RAŠENICA,58,,,4
"RAŠICA, Božidar",58,,,4
"RAŠICA, Marko",58,,,4
RAŠKA GORA,58,,,4
RAŠKA ŠKOLA,58,,,4
RATAC,60,,,4
RATAJI,60,,,4
RATGAR,60,,,4
"RATGEB, Jerg",60,,,4
"RATHSACK, Svend",60,,,4
RATKOVICA,60,,,4
"RATKOVIĆ, Maroje",60,,,4
"RATKOVIĆ, Radosav",60,,,4
RATZEBURG,60,,,4
"RAUCH, Christian Daniel",60,,,4
"RAUNACHER, Johann Baptist Jacob",60,,,4
"RAUSCHENBERG, Robert",60,,,4
"RAVERTI, Matteo de’",62,,,4
"RAVESTEYN, Jan Anthonisz van",62,,,4
RAVNA,62,,,4
"RAVNIKAR, Edvard",62,,,4
REA,64,,,4
"READ, Herbert",64,,,4
READY-MADE,64,,,4
"REAL DEL SARTE, Maxime",64,,,4
REALIZAM,64,,,4
"REDOUTÉ, Pierre-Joseph",66,,,4
"REDSLOB, Edwin",66,,,4
REDUTA,66,,,4
REFEKTORIJ,66,,,4
REFUGIJ,66,,,4
"REGALI, Josip",66,,,4
RÉGENCE,66,,,4
REGENSBURG,66,,,4
"REGOYOS, Dario de",68,,,4
"REGULSKI, Jan",68,,,4
REICHENAU,68,,,4
"REICHLICH, Marx",68,,,4
"REIDY, Affonso Eduardo",68,,,4
"REIGBERT, Otto",68,,,4
REIMS,68,,,4
"RELLINI, Ugo",70,,,4
RELJEF,70,,,4
"RENDIĆ-MIOČEVIĆ, Duje",74,,,4
RENESANSA,74,,,4
"RENGJEO, Ivan",82,,,4
"RENI, Guido",82,,,4
RENIER DE HUY,82,,,4
"RENOIR, Pierre-Auguste",82,,,4
REREDOS,84,,,4
"RERIH, Nikolaj Konstantinovič",84,,,4
RESAVA,84,,,4
RESTAURACIJA,84,,,4
"RESTEK, Josip",84,,,4
"RESTINOVIĆ, Antun",84,,,4
RESTOUT,84,,,4
"RESTOUT, Jean st.",84,,,4
"RESTOUT, Jean ml.",84,,,4
"RESTOUT, Jean-Bernard",84,,,4
"RESTOUT, Marc-Antoine",84,,,4
"REŠETAR, Milan",84,,,4
RETABL,84,,,4
"RETH, Alfred",84,,,4
"RETHEL, Alfred",84,,,4
"REYNOLDS, Joshua",88,,,4
"REYSEK, Matthäus",88,,,4
REZBARSTVO,88,,,4
REZIDENCIJA,88,,,4
"REZNIKOV, Vasilije",88,,,4
REŽANCI,88,,,4
"REŽEK, Ivo",88,,,4
REŽEVIĆI,88,,,4
RIBIĆ,90,,,4
RIBLJI MJEHUR,90,,,4
RIBNICA,90,,,4
RIBNIK,90,,,4
"RIBNIKAR, Milica",90,,,4
"RICARD DE MONTFERRAND, Auguste",90,,,4
"RICCI, Corrado",90,,,4
"RICCI, Luigi",90,,,4
RICCIO,92,,,4
"RICHARDSON, Henry Hobson",92,,,4
"RICHARDSON, Jonathan",92,,,4
"RICHIER, Germaine",92,,,4
"RICHIER, Ligier",92,,,4
"RICHINI, Francesco Maria",92,,,4
"RICHMOND, William Blake",92,,,4
"RICHTER, Adrian Ludwig",92,,,4
RIFNIK,94,,,4
RIGA,94,,,4
"RIGAUD, Hyacinthe",94,,,4
RIHEMBERK,94,,,4
RIJEKA,94,,,4
RIM,96,,,4
RISARIJA,100,,,4
RISOVAC,100,,,4
"RISSANEN, Juho Viljo",100,,,4
"RISTESKI, Aleksandar Trajka",100,,,4
"RISTIĆ, Dušan",100,,,4
"RISTIĆ, Đorđe",100,,,4
"RITCHIE, Andrew Carnduff",100,,,4
RITON,100,,,4
RITOPEK,100,,,4
"RITSCHL, Otto",100,,,4
RITSUŌ,100,,,4
"RITTER ZU GRÜNSTEIN, Anselm Franz",100,,,4
"RITTER-VITEZOVIĆ, Pavao",100,,,4
"RIZZO, Andrea",102,,,4
"RIZZO, Antonio",102,,,4
RIŽINICE,102,,,4
"RJABUŠKIN, Andrej Petrovič",102,,,4
RJAZAN’,102,,,4
"RJAŽSKIJ, Georgij Georgijevič",102,,,4
"RJEPIN, Ilja Jefimovič",102,,,4
RMANJ,102,,,4
"ROBIA, DELLA, Andrea",104,,,4
"ROBIA, DELLA, Giovanni",104,,,4
"ROBIA, DELLA, Ambrogio",104,,,4
"ROBIA, DELLA, Luca d’Andrea",104,,,4
"ROBIA, DELLA, Girolamo",104,,,4
"ROBERT, Hubert",104,,,4
"ROBERT-FLEURY, Joseph-Nicolas",104,,,4
"ROBERTI, Ercole de’",104,,,4
ROČ,106,,,4
ROD,106,,,4
"RODAKOWSKI, Henryk Hipolit",106,,,4
RODARI,106,,,4
"RODČENKO, Aleksandr",106,,,4
"RODE, Christian Bernhard",106,,,4
"RODENWALDT, Gerhart",106,,,4
"RODIN, Auguste",106,,,4
"ROELAS, Juan de las",108,,,4
"ROENTGEN, David",108,,,4
"ROERBYE, Martinus Christian Wesseltoft",108,,,4
"ROERICH, Nikolaj Konstatinovič",108,,,4
ROËTTIERS,108,,,4
"ROËTTIERS, François",108,,,4
"ROËTTIERS, Jacques",108,,,4
"ROËTTIERS, Charles Norbert",108,,,4
ROG OBILJA,108,,,4
ROGAČ,108,,,4
ROGAČIĆI,108,,,4
ROGATICA,108,,,4
ROGER VON HELMERSHAUSEN,108,,,4
"ROGERS, Randolph",108,,,4
ROGIER VAN DER WEYDEN,108,,,4
ROKETA,110,,,4
ROKOKO,110,,,4
ROKOVCI,112,,,4
"ROMANINO, Girolamo",118,,,4
ROMANIZAM,118,,,4
"ROOSES, Max",124,,,4
"ROOSVAL, Johnny",124,,,4
"ROOT, John Wellborn",124,,,4
"ROPS, Félicien",124,,,4
"ROQUELIN, Jean",124,,,4
RORITZER,124,,,4
"RORITZER, Wenzel",124,,,4
"RORITZER, Konrad",124,,,4
"RORITZER, Matthäus",124,,,4
"RORITZER, Wolfgang",124,,,4
"ROSA, Ercole",124,,,4
"ROSA, Salvator",124,,,4
"ROSSELLI, Cosimo",126,,,4
"ROSSELLI, Jacopo",126,,,4
"ROSSELLI, Matteo",126,,,4
"ROSSELLINO, Bernardo",126,,,4
"ROSSELLINO, Antonio",126,,,4
RÖSSEN,126,,,4
"ROSSETTI, Biagio",126,,,4
"ROSSETTI, Dante Gabriel",126,,,4
ROSTOCK,128,,,4
ROSTOV,128,,,4
ROSTRA,128,,,4
"ROSZAK, Theodore",128,,,4
"ROTA, Martin",128,,,4
"ROTA, Vittorio",128,,,4
"ROTARI, Pietro Antonio",128,,,4
ROTHENBURG OB DER TAUBER,128,,,4
"ROUBILLAC, Louis-François",130,,,4
ROUEN,130,,,4
"ROUSSEAU, Henri-Julien-Félix",130,,,4
ROVAŠENJE,132,,,4
"ROVESCALLI, Odoardo Antonio",132,,,4
"ROVEZZANO, Benedetto da",132,,,4
ROVIGO,132,,,4
"ROVINSKI, Pavel Apolonovič",132,,,4
ROVINJ,132,,,4
"ROWLANDSON, Thomas",132,,,4
"ROY, Pierre",132,,,4
"RUDNAY, Gyula",136,,,4
RUDNIK,136,,,4
"RUDOLPH, Paul",136,,,4
RUDOVCI,136,,,4
"RUELAS, Juan de las",136,,,4
"RUFFO, Marco",136,,,4
RUGENDAS,136,,,4
"RUGENDAS, Georg Philipp",136,,,4
"RUGENDAS, Christian Johann",136,,,4
"RUGENDAS, Johann Georg Lorenz",136,,,4
"RUGENDAS, Johann Lorenz",136,,,4
"RUGENDAS, Moritz",136,,,4
"RUGGIERI, Ferdinando",136,,,4
"RUHO, CRKVENO",136,,,4
"RUISDAEL van, Salomon",138,,,4
"RUISDAEL van, Jacob",138,,,4
"RUISDAEL van, Jacob Salomonsz",138,,,4
RUJNO,138,,,4
"RUKLJAČ, Vjekoslav",138,,,4
RUKOMIJA,138,,,4
"RUMOHR, Carl Friedrich",138,,,4
"RUMPF, Andreas",138,,,4
RUMUNJSKA,138,,,4
RUNE,142,,,4
"RUNGE, Philipp Otto",142,,,4
"RUSSOLO, Luigi",144,,,4
RUSTEM-PAŠA HRVAT,144,,,4
"RUSTICI, Giovanni Francesco",144,,,4
RUSTIKA,144,,,4
"RUSUTI, Filippo",144,,,4
RUŠE,144,,,4
"RUTAERT, Daniel",144,,,4
"RUTAR, Simon",144,,,4
"RUTELLI, Mario",144,,,4
RUTEVAC,144,,,4
"RUTHERSTON, Albert Daniel",144,,,4
"RUVARAC, Dimitrije",144,,,4
"RUVARAC, Ratimir",144,,,4
"RUVIDIĆ, Milorad",144,,,4
"RYCKAERT, David II",146,,,4
"RYCKAERT, Marten",146,,,4
"RYCKAERT, David III",146,,,4
"RYDER, Albert Pinkham",146,,,4
"RYSBRACK, John Michael",146,,,4
"RYSSELBERGHE, Theo van",146,,,4
"RYŪRIKYO, Sadataka",146,,,4
"RZECKI-SZRENIAWA, Stanisław",146,,,4
"SABLIĆ, Rudolf",148,,,4
"SABLJAR, Mijat",148,,,4
"SABOLIĆ, Ivan",148,,,4
SABORNA CRKVA,148,,,4
"SACCHETTI, Giovanni Battista",148,,,4
"SACCHI, Andrea",148,,,4
"SACCONI, Giuseppe",148,,,4
SACRA CONVERSAZIONE,148,,,4
SAHAT-KULA,150,,,4
SAINT ALBANS,150,,,4
"SAINT-AUBIN, Charles Germain de",150,,,4
"SAINT-AUBIN, Gabriel Jacques de",150,,,4
"SAINT-AUBIN, Augustin de",150,,,4
SAINT-DENIS,150,,,4
"SAINT-GAUDENS, Augustus",150,,,4
SAINT-GERMAIN-DES-PRÉS,150,,,4
"SALATIĆ, Tomo",152,,,4
"SALCILLO Y ALCARAZ, Francisco",152,,,4
SALERNO,152,,,4
"SALGHETTI-DRIOLI, Francesco",152,,,4
SALI,152,,,4
"SALIBA, Antonello da",152,,,4
SALON,154,,,4
SALON D’AUTOMNE,154,,,4
SALON DES INDÉPENDANTS,154,,,4
SALON DES RÉALITÉS NOUVELLES,154,,,4
SALON DES RÉFUSÉS,154,,,4
SALONA,154,,,4
"SALOPEK, Petar",154,,,4
SALPION,154,,,4
"SALTANOV, Bogdan Ijevljevič",154,,,4
"SALVI, Giovanni Battista",154,,,4
"SALVI, Niccolò",154,,,4
"SALVIATI, Cecchino",154,,,4
"SALVINI, Roberto",154,,,4
"SALY, Jacques-François-Joseph",154,,,4
SALZBURG,154,,,4
SAMATOVCI,156,,,4
"SAMBACH, Caspar Franz",156,,,4
"SAMMARTINO, Giuseppe",156,,,4
"SAMMICHELI, Michele",156,,,4
SAMOBOR,156,,,4
"SAN GIORGIO, Eusebio da",158,,,4
SAN MARINO,158,,,4
"SAN SEVERINO, Lorenzo da",158,,,4
SAN VITALE,158,,,4
"SÁNCHEZ COELLO, Alonso",158,,,4
"SÁNCHEZ COTÁN, Juan",158,,,4
"SANDBY, Paul",158,,,4
"SANDIĆ, Mira",158,,,4
SANKT GALLEN,160,,,4
SANKT WOLFGANG,160,,,4
SANMICHELI,160,,,4
SANO DI PIETRO,160,,,4
"SANRAKU, Kano",160,,,4
SANSKI MOST,160,,,4
"SANSOVINO, Andrea",160,,,4
"SANTACROCE, Francesco",162,,,4
"SANT’ELIA, Antonio",162,,,4
"SANTERRE, Jean-Baptiste",162,,,4
"SANTI, Giovanni",162,,,4
"SANTI, Raffaello",162,,,4
SANTI DI TITO,162,,,4
SANTIAGO DA COMPOSTELA,162,,,4
"SANTINI, Giovanni",162,,,4
"SANTOMASO, Giuseppe",162,,,4
"SARRE, Friedrich",166,,,4
"SARTO, Andrea del",166,,,4
"SARTORIO, Giulio Aristide",166,,,4
SARVAŠ,166,,,4
SASANIDSKA UMJETNOST,166,,,4
SASSETTA,166,,,4
SAVEZ SOVJETSKIH SOCIJALISTIČKIH REPUBLIKA,168,,,4
"SAVIĆ, Dragan",174,,,4
"SAVIN, Teodor",174,,,4
"SCARAMUCCIA, Luigi",176,,,4
SCARDONA,176,,,4
SCARPAGNINO,176,,,4
SCENSKA OPREMA,176,,,4
"SCHÄDEL, Gottfried",176,,,4
"SCHADOW, Johann Gottfried",176,,,4
"SCHADOW, Wilhelm",176,,,4
SCHAFFHAUSEN,176,,,4
"SCHAFFNER, Martin",176,,,4
"SCHIAVONE, Luca",178,,,4
"SCHIAVONE, Michelangelo",178,,,4
"SCHIAVONE, Michele",178,,,4
"SCHIAVONE, Sebastiano",178,,,4
"SCHIAVONI, Natale",178,,,4
"SCHIAVONI, Felice",178,,,4
"SCHIAVONI, Giovanni",178,,,4
"SCHICK, Christian Gottlieb",178,,,4
"SCHICKHARDT, Heinrich st.",178,,,4
"SCHICKHARDT, Heinrich ml.",178,,,4
"SCHIELE, Egon",178,,,4
"SCHIFFER, Matthias",178,,,4
"SCHINDLER, Emil Jacob",178,,,4
"SCHINKEL, Karl Friedrich",178,,,4
"SCHLOSSER, Julius",180,,,4
"SCHLÜTER, Andreas",180,,,4
"SCHMARSOW, August",180,,,4
"SCHMID, Heinrich Alfred",180,,,4
"SCHMIDT, Friedrich",180,,,4
"SCHMIDT, Georg",180,,,4
"SCHMUTZER, Ferdinand",182,,,4
"SCHMUTZER, Jakob Matthias",182,,,4
"SCHMUZER, Johann",182,,,4
"SCHMUZER, Joseph",182,,,4
"SCHNAASE, Carl Julius Ferdinand",182,,,4
"SCHNEIDER, Artur",182,,,4
"SCHNEIDER, Gérard Ernst",182,,,4
"SCHÖNE, Wolfgang",184,,,4
"SCHONGAUER, Martin",184,,,4
"SCHOR, Egidius",184,,,4
"SCHOR, Johann Ferdinand",184,,,4
"SCHREIBER, Wilhelm Ludwig",184,,,4
"SCHRIMPF, Georg",184,,,4
"SCHUBRING, Paul",184,,,4
"SCHUCH, Carl",184,,,4
"SCHUCHHARDT, Carl",184,,,4
"SCHUCHHARDT, Walter-Herwig",184,,,4
"SCHÜCHLIN, Hans",184,,,4
"SCHULTZE, Bernhard",184,,,4
"SCHWERDFEGER, Jean-Ferdinand",186,,,4
SCHWERIN,186,,,4
"SCHWIND, Moritz",186,,,4
"SCHWITTERS, Kurt",186,,,4
SCIPIONE,186,,,4
"SCOREL, Jan van",186,,,4
SECCO,188,,,4
SECESIJA,188,,,4
SEDAM SVJETSKIH ČUDESA,190,,,4
SEDEF,190,,,4
"SEDEJ, Maksim",190,,,4
"SEDER, Đuro",190,,,4
"SEDLÁČEK, Vojtěch",190,,,4
SEDLARICA,190,,,4
"SEDLMAYR, Hans",190,,,4
SEICENTO,192,,,4
"SEIDL, Gabriel",192,,,4
"SEIDLITZ, Woldemar",192,,,4
"SEISSEL, Josip",192,,,4
"SEITZ, Alexander Maximilian",192,,,4
"SEITZ, Ludwig",192,,,4
SEKRETER,192,,,4
"SEKULIĆ, Aleksandar",192,,,4
"SEKULIĆ, Zdravko",192,,,4
SENIA,194,,,4
SENLIS,194,,,4
SENS,194,,,4
SENT-ANDREJA,194,,,4
SENJ,194,,,4
SEPTUM,196,,,4
"SEQUEIRA, Domingos Antonio de",196,,,4
SÉRAPHINE,196,,,4
SERAPIS,196,,,4
"SERDANOVIĆ, Lazar",196,,,4
"SERGEJEVSKI, Dimitrije",196,,,4
"SERGEL, Johan Tobias",196,,,4
SERIGRAFIJA,196,,,4
"SERLIO, Sebastiano",196,,,4
"SERVAES, Albert",198,,,4
"SERVANDONI, Giovanni Niccolò",198,,,4
"SERVRANCKX, Víctor",198,,,4
SESKLO,198,,,4
"SESSELSCHREIBER, Gilg",198,,,4
SESSHŪ,198,,,4
"SESTO, Cesare da",198,,,4
SESVETE,198,,,4
SETTECENTO,198,,,4
"SETTIGNANO, Desiderio da",198,,,4
"SEUPHOR, Michel",198,,,4
"SEURAT, Georges-Pierre",198,,,4
SEVNICA,200,,,4
SÈVRES,200,,,4
SFINGA,200,,,4
